doi,dataset_used,target_variable,top_predictors,performance_metrics,standardized_conclusion,source_category,effect_size,primary_finding,target_domain,target_dimension,predictor_filter_categories
10.1109/TLT.2023.3281056,"PISA 2018 Digital Reading (15-year-olds), OECD countries (38 countries/regions)",High vs low digital reading performance (PV1READ; OECD cutoffs),"Socioeconomic status (ESCS), Enjoyment of reading (JOYREAD), Reading competence (SCREADCOPM), Reading difficulty (SCREADDIFF), ICT autonomy (AUTICT)",SVM (SVM-RFE feature selection) — ACC: 0.957 (highest among three pairwise models); other indicators reported as around 0.80 (precision/sensitivity/F1/AUC).,"Using PISA 2018 Digital Reading the study leveraged socioeconomic status (ESCS), enjoyment of reading (JOYREAD), reading competence (SCREADCOPM), reading difficulty (SCREADDIFF), and ICT autonomy (AUTICT) to classify students into high versus low digital reading performance, finding that the high–low (HL) model achieved the highest accuracy (ACC = 0.957) with an optimal feature set. This indicates that strengthening both home socioeconomic resources and student motivational/competence factors—along with ICT autonomy and effective digital literacy teaching—may improve the identification and support of low-performing digital readers, though the results are predictive and SHAP-based feature attributions do not establish causal effects.",peer_reviewed_research,SVM (SVM-RFE feature selection) — ACC: 0.957 (highest among three pairwise models); other indicators reported as around 0.80 (precision/sensitivity/F1/AUC).,"Using PISA 2018 Digital Reading the study leveraged socioeconomic status (ESCS), enjoyment of reading (JOYREAD), reading competence (SCREADCOPM), reading difficulty (SCREADDIFF), and ICT autonomy (AUTICT) to classify students into high versus low digital reading performance, finding that the high–low (HL) model achieved the highest accuracy (ACC = 0.957) with an optimal feature set. This indicates that strengthening both home socioeconomic resources and student motivational/competence factors—along with ICT autonomy and effective digital literacy teaching—may improve the identification and support of low-performing digital readers, though the results are predictive and SHAP-based feature attributions do not establish causal effects.",Reading,Cognitive Achievement,Student: SES; Student: Attitudinal/Behavioral
10.1109/TLT.2023.3281056,"PISA 2018 Digital Reading (15-year-olds), OECD countries (38 countries/regions)",High vs average digital reading performance (PV1READ; OECD cutoffs),"Socioeconomic status (ESCS), Enjoyment of reading (JOYREAD), Reading competence (SCREADCOPM), ICT social interaction use (SOIAICT), Email reading frequency (ST176Q01IA)",SVM (SVM-RFE feature selection) — ACC: 0.846; other indicators reported as around 0.80 (precision/sensitivity/F1/AUC).,"Using PISA 2018 Digital Reading the study leveraged socioeconomic status (ESCS), enjoyment of reading (JOYREAD), reading competence (SCREADCOPM), ICT social interaction use (SOIAICT), and email reading frequency (ST176Q01IA) to classify students into high versus average digital reading performance, finding that the high–average (HA) model reached ACC = 0.846 with a selected contextual feature set. This indicates that instructional and student ICT-use patterns (e.g., more email reading and higher-quality teaching incorporating digital literacy) are promising targets for raising average performers toward high performance, while the cross-sectional ML design limits causal interpretation.",peer_reviewed_research,SVM (SVM-RFE feature selection) — ACC: 0.846; other indicators reported as around 0.80 (precision/sensitivity/F1/AUC).,"Using PISA 2018 Digital Reading the study leveraged socioeconomic status (ESCS), enjoyment of reading (JOYREAD), reading competence (SCREADCOPM), ICT social interaction use (SOIAICT), and email reading frequency (ST176Q01IA) to classify students into high versus average digital reading performance, finding that the high–average (HA) model reached ACC = 0.846 with a selected contextual feature set. This indicates that instructional and student ICT-use patterns (e.g., more email reading and higher-quality teaching incorporating digital literacy) are promising targets for raising average performers toward high performance, while the cross-sectional ML design limits causal interpretation.",Reading,Cognitive Achievement,Student: SES; Student: Attitudinal/Behavioral
10.1109/TLT.2023.3281056,"PISA 2018 Digital Reading (15-year-olds), OECD countries (38 countries/regions)",Low vs average digital reading performance (PV1READ; OECD cutoffs),"Interest in ICT (INTICT), Reading difficulty (SCREADDIFF), Online group discussions (ST176Q06IA), Classroom disciplinary climate (DISCLIMA), Perceived discrimination (DISCRIM)",SVM (SVM-RFE feature selection) — ACC: 0.845; other indicators reported as around 0.80 (precision/sensitivity/F1/AUC).,"Using PISA 2018 Digital Reading the study leveraged interest in ICT (INTICT), reading difficulty (SCREADDIFF), online group discussions (ST176Q06IA), classroom disciplinary climate (DISCLIMA), and perceived discrimination (DISCRIM) to classify students into low versus average digital reading performance, finding that the low–average (LA) model achieved ACC = 0.845 with a contextual feature set. This indicates that interventions for low performers should prioritize ICT motivation and supportive, well-managed, non-discriminatory school/classroom environments alongside targeted teacher guidance for digital literacy, while acknowledging that SHAP explanations are predictive attributions rather than evidence of causal effects.",peer_reviewed_research,SVM (SVM-RFE feature selection) — ACC: 0.845; other indicators reported as around 0.80 (precision/sensitivity/F1/AUC).,"Using PISA 2018 Digital Reading the study leveraged interest in ICT (INTICT), reading difficulty (SCREADDIFF), online group discussions (ST176Q06IA), classroom disciplinary climate (DISCLIMA), and perceived discrimination (DISCRIM) to classify students into low versus average digital reading performance, finding that the low–average (LA) model achieved ACC = 0.845 with a contextual feature set. This indicates that interventions for low performers should prioritize ICT motivation and supportive, well-managed, non-discriminatory school/classroom environments alongside targeted teacher guidance for digital literacy, while acknowledging that SHAP explanations are predictive attributions rather than evidence of causal effects.",Reading,Cognitive Achievement,Student: Attitudinal/Behavioral; School/Teacher: Context
10.1007/s11165-019-9835-y,"PISA 2018 (15y3m–16y2m), Academic performance (derived from PVs: Mathematics, Reading, Science, Global Competence)",Academic performance (AP) classes A–D,"Reading skills and habits (e.g., ST013Q01TA, ST161Q06HA, ST154Q01HA), Learning environment at home (e.g., ST011Q04TA), Career goals and mindset (e.g., EC153Q02HA), Family background (e.g., MISCED, FISCED, parental support items), Mental health (e.g., ST186Q09HA, ST185Q01HA)","Gradient Boosted Trees (GBT): Accuracy 73.7%, Precision 72.8%, Recall 88.3% (26 attributes); with expanded attributes: Accuracy 74.17% (74 attributes). Decision Tree worst: Accuracy 65.7%, Recall 58.0%.","Using PISA 2018 the study leveraged reading skills and habits, home learning environment, career goals/mindset, family background, and mental health variables to predict academic performance classes (A–D) derived from PISA plausible values, finding that Gradient Boosted Trees outperformed the other tested classifiers with the highest accuracy (73.7%) and recall (88.3%). This indicates that higher-education institutions could use an interpretable, feature-driven ML screening model to target students for early academic support, while noting that the paper’s random train/test split and lack of reported survey-weight handling limit population-representativeness and causal interpretation.",peer_reviewed_research,"Gradient Boosted Trees (GBT): Accuracy 73.7%, Precision 72.8%, Recall 88.3% (26 attributes); with expanded attributes: Accuracy 74.17% (74 attributes). Decision Tree worst: Accuracy 65.7%, Recall 58.0%.","Using PISA 2018 the study leveraged reading skills and habits, home learning environment, career goals/mindset, family background, and mental health variables to predict academic performance classes (A–D) derived from PISA plausible values, finding that Gradient Boosted Trees outperformed the other tested classifiers with the highest accuracy (73.7%) and recall (88.3%). This indicates that higher-education institutions could use an interpretable, feature-driven ML screening model to target students for early academic support, while noting that the paper’s random train/test split and lack of reported survey-weight handling limit population-representativeness and causal interpretation.",Composite / Multi-Domain,Cognitive Achievement,Student: Attitudinal/Behavioral
10.1177/07342829241262861,"PISA 2018 Mathematics (Brazil, proficiency Level 2 threshold)",Mathematics proficiency (Low vs Proficient),"Annual household income, Metacognition: summarizing, Metacognition: assessing credibility, Parents’ occupational status, Metacognition: understanding & remembering","Random Forest (A1): out-of-bag accuracy = 87.2% (95% CI: 87.2%–87.3%); ntree = 10, mtry = 800. Multilevel logistic regression (A2): AUC-ROC = 92.5% (95% CI: 91.7%–93.3%).","Using PISA 2018 Mathematics data for Brazil, the study leveraged annual household income, metacognition (summarizing and assessing credibility), parents’ occupational status, and metacognition (understanding & remembering) to predict mathematics proficiency (Low vs Proficient). It found that higher household income and higher parental occupational status were positively associated with being proficient, while grade repetition and additional instruction were negatively associated with proficiency. This indicates that strengthening early childhood education and care and reducing grade repetition may improve baseline mathematics proficiency, though the cross-sectional design limits causal interpretation.",peer_reviewed_research,"Random Forest (A1): out-of-bag accuracy = 87.2% (95% CI: 87.2%–87.3%); ntree = 10, mtry = 800. Multilevel logistic regression (A2): AUC-ROC = 92.5% (95% CI: 91.7%–93.3%).","Using PISA 2018 Mathematics data for Brazil, the study leveraged annual household income, metacognition (summarizing and assessing credibility), parents’ occupational status, and metacognition (understanding & remembering) to predict mathematics proficiency (Low vs Proficient). It found that higher household income and higher parental occupational status were positively associated with being proficient, while grade repetition and additional instruction were negatively associated with proficiency. This indicates that strengthening early childhood education and care and reducing grade repetition may improve baseline mathematics proficiency, though the cross-sectional design limits causal interpretation.",Mathematics,Cognitive Achievement,Student: SES; Student: Attitudinal/Behavioral
10.1177/07342829241262861,"PISA 2018 Science (Brazil, proficiency Level 2 threshold)",Science proficiency (Low vs Proficient),"Metacognition: assessing credibility, Additional instruction, Metacognition: summarizing, Annual household income, Metacognition: understanding & remembering","Random Forest (A1): out-of-bag accuracy = 86.7% (95% CI: 86.6%–86.8%); ntree = 10, mtry = 200. Multilevel logistic regression (A2): AUC-ROC = 91.7% (95% CI: 90.9%–92.6%).","Using PISA 2018 Science data for Brazil, the study leveraged metacognition (assessing credibility and summarizing), additional instruction, annual household income, and metacognition (understanding & remembering) to predict science proficiency (Low vs Proficient). It found that higher household income and higher parental occupational status were positively associated with being proficient, while grade repetition and additional instruction were negatively associated with proficiency. This indicates that policies should prioritize early childhood education and care and interventions that prevent grade repetition, while also re-examining how “additional instruction” is implemented for students who may be receiving it because they are already struggling.",peer_reviewed_research,"Random Forest (A1): out-of-bag accuracy = 86.7% (95% CI: 86.6%–86.8%); ntree = 10, mtry = 200. Multilevel logistic regression (A2): AUC-ROC = 91.7% (95% CI: 90.9%–92.6%).","Using PISA 2018 Science data for Brazil, the study leveraged metacognition (assessing credibility and summarizing), additional instruction, annual household income, and metacognition (understanding & remembering) to predict science proficiency (Low vs Proficient). It found that higher household income and higher parental occupational status were positively associated with being proficient, while grade repetition and additional instruction were negatively associated with proficiency. This indicates that policies should prioritize early childhood education and care and interventions that prevent grade repetition, while also re-examining how “additional instruction” is implemented for students who may be receiving it because they are already struggling.",Composite / Multi-Domain,Cognitive Achievement,Student: SES; School/Teacher: Practice; Student: Attitudinal/Behavioral
10.1177/07342829241262861,"PISA 2018 Reading (Brazil, proficiency Level 2 threshold)",Reading proficiency (Low vs Proficient),"Metacognition: assessing credibility, Additional instruction, Metacognition: summarizing, Annual household income, Metacognition: understanding & remembering","Random Forest (A1): out-of-bag accuracy = 86.9% (95% CI: 86.8%–87.0%); ntree = 7, mtry = 800. Multilevel logistic regression (A2): AUC-ROC = 92.8% (95% CI: 92.1%–93.5%).","Using PISA 2018 Reading data for Brazil, the study leveraged metacognition (assessing credibility and summarizing), additional instruction, annual household income, and metacognition (understanding & remembering) to predict reading proficiency (Low vs Proficient). It found that higher household income and higher parental occupational status were positively associated with being proficient, while grade repetition and additional instruction were negatively associated with proficiency. This indicates that strengthening early childhood education and care and supporting students’ metacognitive reading strategies may raise the share of students reaching baseline reading proficiency, though causality cannot be inferred from cross-sectional associations.",peer_reviewed_research,"Random Forest (A1): out-of-bag accuracy = 86.9% (95% CI: 86.8%–87.0%); ntree = 7, mtry = 800. Multilevel logistic regression (A2): AUC-ROC = 92.8% (95% CI: 92.1%–93.5%).","Using PISA 2018 Reading data for Brazil, the study leveraged metacognition (assessing credibility and summarizing), additional instruction, annual household income, and metacognition (understanding & remembering) to predict reading proficiency (Low vs Proficient). It found that higher household income and higher parental occupational status were positively associated with being proficient, while grade repetition and additional instruction were negatively associated with proficiency. This indicates that strengthening early childhood education and care and supporting students’ metacognitive reading strategies may raise the share of students reaching baseline reading proficiency, though causality cannot be inferred from cross-sectional associations.",Composite / Multi-Domain,Cognitive Achievement,Student: SES; School/Teacher: Practice; Student: Attitudinal/Behavioral
10.1016/j.jsp.2023.101254,"PISA 2018 Reading (United States, student/teacher/school context)",Reading self-concept (questionnaire scale),"Reading habits, Perceived ICT competence, Work mastery, Teacher understanding, Availability and usage of ICT","Elastic Net variable selection (standardized coefficients); multilevel modeling parameter estimates (β, SE, p). No predictive accuracy metrics reported.","Using PISA 2018 Reading data for the United States, the study leveraged reading habits, perceived ICT competence, work mastery, teacher understanding, and availability/usage of ICT to predict students’ reading self-concept, finding that reading habits, ICT competence, work mastery, and teacher understanding were positive predictors while ICT availability/usage was a negative predictor. This indicates that strengthening students’ reading engagement and building perceived ICT competence through supportive instruction may improve emergent bilinguals’ reading self-concept, though the results are correlational and not causal.",peer_reviewed_research,"Elastic Net variable selection (standardized coefficients); multilevel modeling parameter estimates (β, SE, p). No predictive accuracy metrics reported.","Using PISA 2018 Reading data for the United States, the study leveraged reading habits, perceived ICT competence, work mastery, teacher understanding, and availability/usage of ICT to predict students’ reading self-concept, finding that reading habits, ICT competence, work mastery, and teacher understanding were positive predictors while ICT availability/usage was a negative predictor. This indicates that strengthening students’ reading engagement and building perceived ICT competence through supportive instruction may improve emergent bilinguals’ reading self-concept, though the results are correlational and not causal.",Other / Unspecified,Other,Student: Attitudinal/Behavioral; School/Teacher: Practice; Student: Demographic
10.1016/j.jsp.2023.101254,"PISA 2018 Reading (United States, emergent bilinguals subset)",Reading self-concept (questionnaire scale),"Work mastery, Reading habits, Perceived ICT competence, Teacher understanding, Physical education in teacher training","Multilevel modeling parameter estimates (β, SE, p); no predictive accuracy metrics reported.","Using PISA 2018 Reading data for the United States, the study leveraged work mastery, reading habits, perceived ICT competence, teacher understanding, and physical education in teacher training to predict emergent bilinguals’ reading self-concept, finding that work mastery, reading habits, perceived ICT competence, and teacher understanding were positive predictors while physical education in teacher training was a negative predictor. This indicates that teacher understanding and mastery-oriented supports, alongside ICT competence development, may be particularly important for improving emergent bilinguals’ reading self-concept, though causality cannot be inferred from the cross-sectional associations.",peer_reviewed_research,"Multilevel modeling parameter estimates (β, SE, p); no predictive accuracy metrics reported.","Using PISA 2018 Reading data for the United States, the study leveraged work mastery, reading habits, perceived ICT competence, teacher understanding, and physical education in teacher training to predict emergent bilinguals’ reading self-concept, finding that work mastery, reading habits, perceived ICT competence, and teacher understanding were positive predictors while physical education in teacher training was a negative predictor. This indicates that teacher understanding and mastery-oriented supports, alongside ICT competence development, may be particularly important for improving emergent bilinguals’ reading self-concept, though causality cannot be inferred from the cross-sectional associations.",Other / Unspecified,Other,Student: Attitudinal/Behavioral; School/Teacher: Practice
10.1016/j.jsp.2023.101254,"PISA 2018 Reading (United States, native English speakers subset)",Reading self-concept (questionnaire scale),"Reading habits, Perceived ICT competence, Work mastery, Teacher understanding, Government funding share","Multilevel modeling parameter estimates (β, SE, p); no predictive accuracy metrics reported.","Using PISA 2018 Reading data for the United States, the study leveraged reading habits, perceived ICT competence, work mastery, teacher understanding, and government funding share to predict native English speakers’ reading self-concept, finding that reading habits, ICT competence, work mastery, and teacher understanding were positive predictors while ICT availability/usage was negative and government funding and equity-oriented policies were positive at the school level. This indicates that school resource allocation and supportive instructional factors may align more strongly with native English speakers’ reading self-concept than with emergent bilinguals’, suggesting the need for subgroup-tailored supports.",peer_reviewed_research,"Multilevel modeling parameter estimates (β, SE, p); no predictive accuracy metrics reported.","Using PISA 2018 Reading data for the United States, the study leveraged reading habits, perceived ICT competence, work mastery, teacher understanding, and government funding share to predict native English speakers’ reading self-concept, finding that reading habits, ICT competence, work mastery, and teacher understanding were positive predictors while ICT availability/usage was negative and government funding and equity-oriented policies were positive at the school level. This indicates that school resource allocation and supportive instructional factors may align more strongly with native English speakers’ reading self-concept than with emergent bilinguals’, suggesting the need for subgroup-tailored supports.",Other / Unspecified,Other,Student: Attitudinal/Behavioral; School/Teacher: Practice
10.1080/02103702.2022.2149120,PISA 2018 Reading (Macau; Chinese test language subset),Reading achievement (aggregated reading plausible values),"Metacognition, Enjoyment of reading, Self-concept: reading competence, Grade repetition, Grade level","Random Forest regression (41 predictors): RMSE = 66.28, R² = 0.44; optimal model with top 20 predictors: RMSE = 66.17, R² = 0.43. 10-fold cross-validation with five repeats; incremental model with top 20 predictors yielded the lowest prediction error. Supplementary HLM confirmed statistically significant effects for top predictors.","Using PISA 2018 Reading data for Macau students who took the test in Chinese, the study leveraged metacognition, enjoyment of reading, reading self-concept, grade repetition, and grade level to predict reading achievement, finding that personal factors (especially metacognitive strategies and reading enjoyment) were the most important predictors while school/family contexts showed lower predictive power. This indicates that Macau’s reading improvement efforts may benefit most from interventions targeting students’ metacognitive reading strategies and intrinsic reading enjoyment, alongside targeted support for students at risk of grade repetition.",peer_reviewed_research,"Random Forest regression (41 predictors): RMSE = 66.28, R² = 0.44; optimal model with top 20 predictors: RMSE = 66.17, R² = 0.43. 10-fold cross-validation with five repeats; incremental model with top 20 predictors yielded the lowest prediction error. Supplementary HLM confirmed statistically significant effects for top predictors.","Using PISA 2018 Reading data for Macau students who took the test in Chinese, the study leveraged metacognition, enjoyment of reading, reading self-concept, grade repetition, and grade level to predict reading achievement, finding that personal factors (especially metacognitive strategies and reading enjoyment) were the most important predictors while school/family contexts showed lower predictive power. This indicates that Macau’s reading improvement efforts may benefit most from interventions targeting students’ metacognitive reading strategies and intrinsic reading enjoyment, alongside targeted support for students at risk of grade repetition.",Reading,Cognitive Achievement,Student: Attitudinal/Behavioral; Student: Demographic
10.1016/j.cities.2022.103609,"PISA 2018 (China) school-level average of mathematics, science, and reading",School academic performance (PISA average score),"Metacognition: assess credibility, Class size, Socioeconomic status (ESCS), Learning time per week, Grade repetition",Linear regression outperforms nonlinear models such as XGBoost; no numeric accuracy/R²/RMSE metrics reported.,"Using PISA 2018 (China) the study leveraged metacognition (assess credibility), class size, socioeconomic status (ESCS), learning time, and grade repetition to predict school academic performance (school-level average across mathematics, science, and reading), finding that intermediate learning outcomes and student characteristics are key drivers of the best-vs-worst school gaps in urban areas, with metacognition (assess credibility) showing a large positive contribution relative to a benchmark school. This indicates that urban education policy should prioritize interventions that strengthen students’ metacognitive learning processes and reduce grade repetition, alongside family-support measures tied to ESCS.",peer_reviewed_research,Linear regression outperforms nonlinear models such as XGBoost; no numeric accuracy/R²/RMSE metrics reported.,"Using PISA 2018 (China) the study leveraged metacognition (assess credibility), class size, socioeconomic status (ESCS), learning time, and grade repetition to predict school academic performance (school-level average across mathematics, science, and reading), finding that intermediate learning outcomes and student characteristics are key drivers of the best-vs-worst school gaps in urban areas, with metacognition (assess credibility) showing a large positive contribution relative to a benchmark school. This indicates that urban education policy should prioritize interventions that strengthen students’ metacognitive learning processes and reduce grade repetition, alongside family-support measures tied to ESCS.",Composite / Multi-Domain,Cognitive Achievement,Student: SES; School/Teacher: Context; Student: Attitudinal/Behavioral; Student: Demographic
10.1016/j.cities.2022.103609,"PISA 2018 (China) school-level average of mathematics, science, and reading",School academic performance (PISA average score) — worst vs benchmark (urban),"Learning time per week, Parental emotional support, Socioeconomic status (ESCS), Grade repetition, Expected occupational status","No numeric model-fit metrics reported; Shapley-value contributions reported as score differences vs benchmark (e.g., grade repetition lowers achievement by 23.02 points).","Using PISA 2018 (China) the study leveraged learning time, parental emotional support, ESCS, grade repetition, and expected occupational status to predict school academic performance for the worst schools in urban areas, finding that poorer intermediate learning outcomes and lower student characteristics reduce performance relative to the benchmark school, with grade repetition showing a substantial negative contribution (−23.02 points). This indicates that urban school improvement strategies should target underperforming students through extended learning opportunities, family emotional-support supports, and strong grade-repetition prevention, while also providing guidance that improves students’ occupational expectations.",peer_reviewed_research,"No numeric model-fit metrics reported; Shapley-value contributions reported as score differences vs benchmark (e.g., grade repetition lowers achievement by 23.02 points).","Using PISA 2018 (China) the study leveraged learning time, parental emotional support, ESCS, grade repetition, and expected occupational status to predict school academic performance for the worst schools in urban areas, finding that poorer intermediate learning outcomes and lower student characteristics reduce performance relative to the benchmark school, with grade repetition showing a substantial negative contribution (−23.02 points). This indicates that urban school improvement strategies should target underperforming students through extended learning opportunities, family emotional-support supports, and strong grade-repetition prevention, while also providing guidance that improves students’ occupational expectations.",Composite / Multi-Domain,Cognitive Achievement,Student: Attitudinal/Behavioral; Student: SES; Student: Demographic
10.1016/j.cities.2022.103609,"PISA 2018 (China) school-level average of mathematics, science, and reading",School academic performance (PISA average score) — best vs benchmark (rural),"ICT resources at home, Number of available computers per student at modal grade, Student behavior hindering learning, Student admission policy, Quality of the learning environment",No numeric model-fit metrics reported; Shapley-value rankings indicate ICT resources and school learning environment as more important in best rural schools than in the benchmark.,"Using PISA 2018 (China) the study leveraged ICT resources at home, school computer availability, student behavior hindering learning, student admission policy, and the learning environment quality to predict school academic performance for the best schools in rural areas, finding that school-level characteristics (e.g., computer availability and learning environment) are more important than in urban best schools and can compensate for losses from limited home ICT resources. This indicates that rural education policy should subsidize ICT access both at home and in schools and refine school admission and learning-environment practices to sustain high achievement.",peer_reviewed_research,No numeric model-fit metrics reported; Shapley-value rankings indicate ICT resources and school learning environment as more important in best rural schools than in the benchmark.,"Using PISA 2018 (China) the study leveraged ICT resources at home, school computer availability, student behavior hindering learning, student admission policy, and the learning environment quality to predict school academic performance for the best schools in rural areas, finding that school-level characteristics (e.g., computer availability and learning environment) are more important than in urban best schools and can compensate for losses from limited home ICT resources. This indicates that rural education policy should subsidize ICT access both at home and in schools and refine school admission and learning-environment practices to sustain high achievement.",Composite / Multi-Domain,Cognitive Achievement,Student: Attitudinal/Behavioral; Student: Demographic; System: Policy/Context
10.1016/j.cities.2022.103609,"PISA 2018 (China) school-level average of mathematics, science, and reading",School academic performance (PISA average score) — worst vs benchmark (rural),"Socioeconomic status (ESCS), Learning time per week, Parental emotional support, ICT resources at home, Number of available computers per student at modal grade","No numeric model-fit metrics reported; Shapley-value patterns show negative contributions from ESCS, learning time, and parental emotional support via intermediate learning outcomes, and ICT-related factors affecting performance.","Using PISA 2018 (China) the study leveraged ESCS, learning time, parental emotional support, home ICT resources, and school computer availability to predict school academic performance for the worst schools in rural areas, finding that these factors depress intermediate learning outcomes and directly lower achievement relative to the benchmark, with ICT constraints contributing to poorer performance. This indicates that rural policy should combine family-support and learning-time interventions with targeted ICT provision (subsidies or devices) for both homes and schools to reduce rural achievement disadvantages.",peer_reviewed_research,"No numeric model-fit metrics reported; Shapley-value patterns show negative contributions from ESCS, learning time, and parental emotional support via intermediate learning outcomes, and ICT-related factors affecting performance.","Using PISA 2018 (China) the study leveraged ESCS, learning time, parental emotional support, home ICT resources, and school computer availability to predict school academic performance for the worst schools in rural areas, finding that these factors depress intermediate learning outcomes and directly lower achievement relative to the benchmark, with ICT constraints contributing to poorer performance. This indicates that rural policy should combine family-support and learning-time interventions with targeted ICT provision (subsidies or devices) for both homes and schools to reduce rural achievement disadvantages.",Composite / Multi-Domain,Cognitive Achievement,Student: SES; Student: Attitudinal/Behavioral; Student: Demographic
10.1007/s40647-026-00459-6,"PISA 2022 Module 8 (Non-cognitive skills composite), ages 15, 10 countries",Non-cognitive skills composite score (NCS),"Mathematics proactive behavior (MATHPERS), 21st century mathematics efficacy (MATHEF21), Mathematics self-efficacy (MATHEFF), Sense of belonging (BELONG), Average score in science (AVGSCIE)","Nested cross-validation with GridSearchCV hyperparameter tuning. Gradient Boosting Machine (GBM) best: Test MSE=0.2399, RMSE=0.4897, MAE=0.3575, R²=0.3038 (mean across outer folds). Random Forest: Test MSE≈0.2447, RMSE≈0.4946, MAE≈0.3609, R²≈0.2898. LASSO: Test MSE≈0.2529, RMSE≈0.5031, MAE≈0.3689, R²≈0.2663. OLS: Test R²≈0.2664.","Using PISA 2022 Module 8 the study leveraged mathematics cognitive-motivational traits (e.g., MATHPERS, MATHEF21, MATHEFF) together with background (BELONG) and prior achievement (AVGSCIE) to predict the non-cognitive skills composite (NCS), finding that Gradient Boosting Machine outperformed OLS, LASSO, and Random Forest on test RMSE/MAE and achieved the highest explained variance (R²≈0.304). This indicates that strengthening domain-specific self-beliefs and proactive engagement in mathematics—alongside fostering students’ sense of belonging—may be a practical pathway for improving non-cognitive skills, though the cross-sectional design and lack of documented survey-weight handling limit causal interpretation.",peer_reviewed_research,"Nested cross-validation with GridSearchCV hyperparameter tuning. Gradient Boosting Machine (GBM) best: Test MSE=0.2399, RMSE=0.4897, MAE=0.3575, R²=0.3038 (mean across outer folds). Random Forest: Test MSE≈0.2447, RMSE≈0.4946, MAE≈0.3609, R²≈0.2898. LASSO: Test MSE≈0.2529, RMSE≈0.5031, MAE≈0.3689, R²≈0.2663. OLS: Test R²≈0.2664.","Using PISA 2022 Module 8 the study leveraged mathematics cognitive-motivational traits (e.g., MATHPERS, MATHEF21, MATHEFF) together with background (BELONG) and prior achievement (AVGSCIE) to predict the non-cognitive skills composite (NCS), finding that Gradient Boosting Machine outperformed OLS, LASSO, and Random Forest on test RMSE/MAE and achieved the highest explained variance (R²≈0.304). This indicates that strengthening domain-specific self-beliefs and proactive engagement in mathematics—alongside fostering students’ sense of belonging—may be a practical pathway for improving non-cognitive skills, though the cross-sectional design and lack of documented survey-weight handling limit causal interpretation.",Composite / Multi-Domain,Cognitive Achievement,Student: Attitudinal/Behavioral; Student: Demographic
10.1177/23328584251331453,PIRLS 2016 Germany Grade 4 (Reading domain context; academic track recommendation outcome),Academic track recommendation (Gymnasium vs not),"Rural region (vs urban), Metropolitan region (vs urban), Parental support behavior, Cognitive skills test, Reading activities in class","OLS baseline: rural +0.109 (p<.05), metropolitan +0.151 (p<.01). Post-LASSO (student-level): rural 0.007 (ns), metropolitan 0.065 (ns). Post-LASSO (all-in-one): rural 0.021 (ns), metropolitan 0.058 (ns). Post hoc policy categorization: nonpolicy variables reduced rural from 0.109 to 0.018 and metropolitan from 0.151 to 0.050; indirect policy variables left metropolitan significant in some models.","Using PIRLS 2016 Germany Grade 4 the study leveraged regional membership (rural vs urban; metropolitan vs urban) together with student and school principal components selected via LASSO to model academic track recommendation, finding that rural and metropolitan students were initially more likely to receive Gymnasium recommendations than urban students, but these regional coefficients became statistically insignificant after controlling for selected student-level characteristics. This indicates that observed regional disparities in early academic tracking are largely explained by compositional differences in student skills, learning behaviors, and family support rather than by region membership per se, suggesting that targeted student- and family-support interventions may be more effective than purely geographic resource reallocation.",peer_reviewed_research,"OLS baseline: rural +0.109 (p<.05), metropolitan +0.151 (p<.01). Post-LASSO (student-level): rural 0.007 (ns), metropolitan 0.065 (ns). Post-LASSO (all-in-one): rural 0.021 (ns), metropolitan 0.058 (ns). Post hoc policy categorization: nonpolicy variables reduced rural from 0.109 to 0.018 and metropolitan from 0.151 to 0.050; indirect policy variables left metropolitan significant in some models.","Using PIRLS 2016 Germany Grade 4 the study leveraged regional membership (rural vs urban; metropolitan vs urban) together with student and school principal components selected via LASSO to model academic track recommendation, finding that rural and metropolitan students were initially more likely to receive Gymnasium recommendations than urban students, but these regional coefficients became statistically insignificant after controlling for selected student-level characteristics. This indicates that observed regional disparities in early academic tracking are largely explained by compositional differences in student skills, learning behaviors, and family support rather than by region membership per se, suggesting that targeted student- and family-support interventions may be more effective than purely geographic resource reallocation.",Other / Unspecified,Other,School/Teacher: Context; Student: Attitudinal/Behavioral
